rand_beta,rand_w_weights_beta,opt_beta,opt_w_weights
"[-0.1033838203452602, -0.012814780885870765]","[-0.1923406048723381, -0.21098751066128413]","[-0.06851648292170869, -0.00497673268502479]","[-0.17666354728723876, -0.20346460449929463]"
"[-0.07628654888248956, 0.012382175237276057]","[-0.16182798988612512, -0.18622330791843913]","[-0.08073641017521066, -0.003110613006952993]","[-0.19438003737952597, -0.21448926417215475]"
"[-0.09488070173477717, -0.04216815043763567]","[-0.17835694965171545, -0.22760580984853077]","[-0.1029197273742419, -0.034435283148099946]","[-0.19795765538807847, -0.21710185439240562]"
"[-0.12563906210092826, -0.025940766099324768]","[-0.20777594463149968, -0.23641683240845318]","[-0.09435869905712427, -0.003728524174963211]","[-0.20966167916288023, -0.21107195395015071]"
"[-0.07971128803309531, 0.015115445433226671]","[-0.158517757497996, -0.19681789119415063]","[-0.07057147974518857, 0.005058928537679532]","[-0.19028338918506194, -0.20920947437626164]"
"[-0.08754747275675344, -0.016370167715889644]","[-0.15250734427927912, -0.19506170097665812]","[-0.07352480238249352, -0.001986904925813178]","[-0.18992281879125222, -0.21413458315408324]"
"[-0.10321969330189892, -0.08336942763225848]","[-0.17669959974903512, -0.2001814752379]","[-0.0855041783550022, -0.024315036097295444]","[-0.18685429680361348, -0.21773118239688857]"
"[-0.09742963731977383, -0.020981337796016294]","[-0.18246520264904936, -0.2253124615524419]","[-0.08706987127249828, -0.019265948938971076]","[-0.20100621055360346, -0.2130097947466019]"
"[-0.0903976814406132, -0.007112004977586673]","[-0.16938426348775099, -0.1899745115427581]","[-0.0742444519577472, 0.017890562711092135]","[-0.20123711160216326, -0.20609218480808178]"
"[-0.09981305517975607, -0.019575368073190227]","[-0.20598988791326547, -0.21502196927317507]","[-0.06791371038702, 0.002941229786727802]","[-0.17137863930600056, -0.19829112135826343]"
"[-0.08816513459266452, -0.010648903047003147]","[-0.13463539941389965, -0.17496542442138008]","[-0.07285574056243482, 0.004786266742452146]","[-0.19208829818231737, -0.20386256873290196]"
"[-0.0876293703271455, -0.016295267503804813]","[-0.15804816567350008, -0.19121653557636806]","[-0.0801043924697482, -0.006162619736771317]","[-0.1793039726664222, -0.2024243821305162]"
"[-0.09247905876815032, -0.055893449914203704]","[-0.15059924150182963, -0.18669006025623514]","[-0.07085368054421207, -0.008298132131938219]","[-0.1924137663307968, -0.2244936360214989]"
"[-0.09937956790376633, -0.017553080776558858]","[-0.17614216900622928, -0.20000481965450365]","[-0.0817380360421595, -0.013292413995877501]","[-0.18750822186878172, -0.20361934125467587]"
"[-0.08365168782255405, -0.034059609620124456]","[-0.1729595761260968, -0.2273976714110701]","[-0.0952073215537227, -0.02172351769186807]","[-0.19406471959851837, -0.21819147235460265]"
"[-0.12300744002565467, -0.021038343905456176]","[-0.17266901115399635, -0.19463372611599605]","[-0.0717497889577513, 0.003121718606726799]","[-0.1904493617791409, -0.20481334421579936]"
"[-0.08479967368416724, -0.06531706408454381]","[-0.17664505967849578, -0.20275721526954285]","[-0.06395310559079491, 0.004263311020882535]","[-0.19228478835018137, -0.22972566685884643]"
"[-0.10038401187370707, -0.018868599457921187]","[-0.21352877004304047, -0.21378375431490587]","[-0.08687631210864524, 0.012851453786028932]","[-0.21331078509532447, -0.22209729507669215]"
"[-0.09730117318720938, -0.021547069963308876]","[-0.15096637356951262, -0.1934236073099039]","[-0.07201047702632982, -0.004931726501094631]","[-0.1806776700963717, -0.20587526252586896]"
"[-0.07882933102444827, 0.006702663302391719]","[-0.16017177393351964, -0.19756790163076737]","[-0.06412817055372226, 0.013071360450296523]","[-0.1582846093372358, -0.19882787128043222]"
"[-0.09844883526750135, -0.03866390400304145]","[-0.16071358911757633, -0.1956480763796748]","[-0.0683594297249808, -0.01058484069098078]","[-0.18471295357448506, -0.20968334012955922]"
"[-0.0774365488728645, 0.013589642282428491]","[-0.18503316937054012, -0.22363906620191762]","[-0.06618596078451305, 0.0276187817654953]","[-0.1901237292781649, -0.22429135279797457]"
"[-0.08152933488234855, -0.037073046356092654]","[-0.19540318799233836, -0.2332114420750078]","[-0.0628384509732347, 0.00502476646763452]","[-0.2120401434845061, -0.24382881149215022]"
"[-0.05406700870571254, -0.03250658108777454]","[-0.11914856134937096, -0.17781667286460714]","[-0.06864426749551189, -0.002203321255059076]","[-0.17797685306249303, -0.2049747758342807]"
"[-0.08665354800351156, -0.03504219838441487]","[-0.17167909606735782, -0.19758886167885778]","[-0.09904918284798861, -0.02878898352443781]","[-0.19755034842092328, -0.22699810443851942]"
"[-0.08474374098738967, 0.01082575427537175]","[-0.16916237478768967, -0.19528982264257028]","[-0.07168949206472992, 0.012478338259390695]","[-0.1898276717970009, -0.20648453245611018]"
"[-0.08687203443078992, 0.000698811582883261]","[-0.1933206181279781, -0.20855844685681468]","[-0.06993536871347904, 0.0013477035225623489]","[-0.17082317426146193, -0.19550804955780726]"
"[-0.10346862964440226, -0.010558688396361258]","[-0.22615175151521574, -0.2157175541353479]","[-0.0743801171246096, 0.012795230253150774]","[-0.20654178702089568, -0.21195924805875263]"
"[-0.11831906134771755, 0.006650932956118702]","[-0.21876597828833136, -0.21218833354696892]","[-0.083164382504563, -0.021517938417132225]","[-0.19741010206415663, -0.22819627986994467]"
"[-0.06329670669459479, -0.007492279210973313]","[-0.1475093786427169, -0.18727170063325088]","[-0.06819209492856015, 0.004906030254954829]","[-0.17828289898623217, -0.20204991966073685]"
"[-0.11837394472687145, -0.034356541129649074]","[-0.18977770312843387, -0.20722171123313454]","[-0.0802643070611914, -0.016604996560854027]","[-0.18202793388109986, -0.21607500660724324]"
"[-0.07661288367125846, -0.02993195591691008]","[-0.15080338160661577, -0.21821122344388302]","[-0.06829256177284114, -0.002968373166148632]","[-0.17800416554182158, -0.20473420479376228]"
"[-0.08662723796392992, -0.03554640532537616]","[-0.16947742436592994, -0.1995987557946418]","[-0.07018495384970959, -0.007834505077524962]","[-0.185373950842778, -0.21066769220723197]"
"[-0.08439441763218544, -0.03311080004099682]","[-0.17301661449084102, -0.22045010236211304]","[-0.08246905258782421, -0.014169435863988335]","[-0.2051404163748896, -0.22940026002222047]"
"[-0.12672489713981253, -0.022606486054438064]","[-0.2519831893291104, -0.306668233225625]","[-0.1065388991266497, -0.01608546816910113]","[-0.21179100928002134, -0.2369204761835322]"
"[-0.09746145644314562, -0.01804722768343548]","[-0.17421814785415415, -0.19898692764955025]","[-0.0732505519696324, 0.012620238573139783]","[-0.2027012921147023, -0.21304468054401876]"
"[-0.0877600678322051, -0.027732901970997887]","[-0.17349518199267056, -0.19868316253506332]","[-0.09469713071221769, -0.029950902448981968]","[-0.1833662592225803, -0.19881822768171134]"
"[-0.10446941859352805, -0.01138623520142032]","[-0.1554386580285334, -0.18938590425252785]","[-0.06995660463869237, 0.008470877299649925]","[-0.1851734390243574, -0.2048297421139248]"
"[-0.10584851025807049, -0.006523872660571712]","[-0.18994743919436335, -0.2023260159914452]","[-0.06640036175133279, 0.009417049093231983]","[-0.18403059312196046, -0.2037969914431508]"
"[-0.09054512158430143, -0.026045003707812393]","[-0.15572022015519488, -0.19315722832068682]","[-0.08388263851920441, -0.006980322841331971]","[-0.19355080864780919, -0.21219330268775244]"
"[-0.11442877087268198, -0.029777541504476694]","[-0.17931034324006462, -0.20142833538510205]","[-0.07236170287756691, 0.004259447474039051]","[-0.17790528977772352, -0.19884112375659413]"
"[-0.11368313583257475, 0.034074576160165904]","[-0.18751094890490205, -0.1972220489278538]","[-0.08005971465277649, 0.018099944502013073]","[-0.18910543868660254, -0.2005542154373399]"
"[-0.09175548965185848, -0.027627168336358775]","[-0.17123299281635657, -0.19938589868357984]","[-0.06291286504227014, -0.0018227499198207066]","[-0.1949121167499049, -0.22806339533787107]"
"[-0.0683651789765474, -0.0008633994543740398]","[-0.15184919654661008, -0.19490697497332263]","[-0.07325908184024416, 0.001373756451139289]","[-0.19377475652066037, -0.21607952198978983]"
"[-0.06489637511161081, 0.0033401053641064085]","[-0.15573235753737608, -0.19627031797416888]","[-0.07004307625022092, 0.0013709548269328715]","[-0.18654726823668313, -0.20719190112845767]"
"[-0.08415580093365321, -0.017923310798300292]","[-0.176625334423769, -0.19917025098914606]","[-0.07296510939349359, 0.00608683853660872]","[-0.21297088930230162, -0.23842543713604422]"
"[-0.08687063098454387, 0.0006959797911284924]","[-0.17038031404454804, -0.19983428850771973]","[-0.08961308006600988, -0.006220565870581178]","[-0.19352104600159747, -0.20602694480157807]"
"[-0.10112443157535753, 0.02758020701166503]","[-0.18938455659153638, -0.20070374414124548]","[-0.06957431803081776, 0.008528993289085856]","[-0.20215505364929195, -0.2057737456125466]"
"[-0.06701943347472053, -0.04954571233534363]","[-0.10422866925702887, -0.17459372635284648]","[-0.06619438827636717, 0.0029609747253330635]","[-0.16398209078984577, -0.20148070360605017]"
"[-0.09738432810188878, -0.017988278812162365]","[-0.19587793316834992, -0.21262193701641155]","[-0.07434923262159568, 0.012853129356535162]","[-0.20484335833029443, -0.21635899018357962]"
"[-0.09239964362144251, -0.02817924343821553]","[-0.1661699123743174, -0.2203164504035282]","[-0.09202665179503795, -0.014734652490275368]","[-0.20019178761041173, -0.21463034315749702]"
"[-0.09266184540934165, -0.0029691006062723437]","[-0.16264756252441648, -0.18910337343440767]","[-0.07539844053561402, 0.042741942069379424]","[-0.1811801359044575, -0.19972705042828875]"
"[-0.060988320775362405, -0.006529016564672883]","[-0.16908446712033573, -0.22019428304856883]","[-0.080016187250523, -0.005633861957895765]","[-0.19773505942885622, -0.21459346253986883]"
"[-0.07061848991642729, 0.0009369188526966129]","[-0.17726206968810795, -0.20023596241131397]","[-0.06468500294439652, -0.001860844587490738]","[-0.19748253668451185, -0.21777506493524584]"
"[-0.10072803552084841, -0.08131253507192665]","[-0.1535846105481764, -0.19612361190842287]","[-0.060393588507582516, 0.003934284732271477]","[-0.173254495754452, -0.20725310385823914]"
"[-0.08695444480057916, -0.013111814741152037]","[-0.18362129236829183, -0.2653703894652108]","[-0.069853003463577, 0.004280189834663644]","[-0.18844303367349002, -0.20798633127992092]"
"[-0.09892462861391417, -0.020253342361212012]","[-0.1716454962384368, -0.20036492354278146]","[-0.07002310362551672, 0.004126839230423423]","[-0.18966560238012123, -0.21137560067182246]"
"[-0.12332945224444902, -0.029256869671492238]","[-0.16872849706564944, -0.19599175993241708]","[-0.09954263329679856, -0.034368717988905347]","[-0.1896246452632317, -0.2119353887324168]"
"[-0.10136097228913989, -0.020713918531215465]","[-0.2237385129659015, -0.29463584951425886]","[-0.0682236155442596, -0.004314061749046807]","[-0.18272039548672314, -0.21136013422397945]"
"[-0.11967282038992456, -0.03340585681166032]","[-0.21737474060314702, -0.2090853520577347]","[-0.08649763811115792, 0.010203253980462512]","[-0.2168573372651466, -0.21689441181288724]"
"[-0.10254089818603175, -0.012247259843430367]","[-0.17482839619024754, -0.20033052206106283]","[-0.07912542718593482, 0.004236232874260392]","[-0.19196246263228872, -0.20341805410054234]"
"[-0.09005408675907761, -0.007188781973831827]","[-0.18376644763200878, -0.20653517032048282]","[-0.09143670115633597, -0.007734279894851302]","[-0.1987959168145138, -0.21171581534333103]"
"[-0.07946771809579486, -0.006993557938592003]","[-0.21465280236803788, -0.2756678505859162]","[-0.06859946145621064, -0.0019714212124388184]","[-0.17165474078385543, -0.19797263204575874]"
"[-0.07261656086585763, -0.0016003256712226834]","[-0.13930089149130812, -0.214783682721982]","[-0.06253447044593657, -0.001016520674579386]","[-0.1736612832475431, -0.2083150103936357]"
"[-0.10319321479572598, -0.024312553102063407]","[-0.1661514473747564, -0.19888046609599624]","[-0.06958278897478534, -0.0058337870733129096]","[-0.18765381807934414, -0.2191499588095368]"
"[-0.09663235205653299, -0.049036523978533676]","[-0.15676294832752302, -0.22581729671636255]","[-0.06812477732387316, -0.0068838879674935115]","[-0.17203431385383597, -0.19720835958728994]"
"[-0.08886681869726602, -0.00037397965838449783]","[-0.17076840691949444, -0.1993085719832961]","[-0.06902590633675598, -0.018730627187462233]","[-0.17721974111020136, -0.20647422085943032]"
"[-0.09978590293263355, -0.008678364645472982]","[-0.18064053907332894, -0.2092826771962973]","[-0.07324656893256502, 0.003632602839725741]","[-0.19398994489156704, -0.2126581074174395]"
"[-0.12330435702335966, -0.029168854646922752]","[-0.18265730001746694, -0.20607363891372377]","[-0.10220859266735488, -0.02959140145495095]","[-0.19724398902681942, -0.21763186534203288]"
"[-0.08531535030201674, -0.036035565909105234]","[-0.1778640895971077, -0.22882167309251647]","[-0.07494160073844636, 0.001236776165939715]","[-0.19687032783207026, -0.22192942525493117]"
"[-0.11751780178972752, 0.007705394194456552]","[-0.20747471585387509, -0.20312190286253193]","[-0.07471075699129345, 0.009901123494314119]","[-0.2011338760381062, -0.21191243692107747]"
"[-0.06483858123166722, 0.0032848980623331452]","[-0.1674096924527778, -0.2513618040866749]","[-0.0689820583565673, 0.005342391042876448]","[-0.18256032929091018, -0.21544831922440638]"
"[-0.09113314184789081, -0.005445144178825337]","[-0.17555566596796618, -0.1955362873463474]","[-0.08841395230641534, -0.004827536561547554]","[-0.1924976152799855, -0.20533307770068907]"
"[-0.05428277167537879, -0.03214969822920457]","[-0.16131752082279813, -0.19802611956918037]","[-0.06857262259707436, -0.002572314693971155]","[-0.1862894393002196, -0.20657447613304286]"
"[-0.12908217747392767, -0.023825218195070167]","[-0.24297964352328305, -0.2339616667789338]","[-0.07835827689093355, -0.0044618430438708645]","[-0.19249528245089995, -0.21834549577295786]"
"[-0.05428676376075087, -0.010908141406736157]","[-0.19123276154982166, -0.2928194404149841]","[-0.06506963209696148, -0.010110906295624144]","[-0.18050398076803753, -0.2151385184084626]"
"[-0.12953546256283952, -0.029220506183481595]","[-0.19424343931397736, -0.20574842801322485]","[-0.07152425757250676, 0.0012398677121073173]","[-0.18481526247943353, -0.2057450704671403]"
"[-0.10573467341914675, -0.017004065112555963]","[-0.16647426063940762, -0.19589218733005545]","[-0.10184755550953856, -0.03054516270171124]","[-0.20016347654777855, -0.22088239999826678]"
"[-0.08741940532916039, -0.016206225975869737]","[-0.16213970545721332, -0.18872721721159277]","[-0.0586354816687454, 0.011140211587977941]","[-0.17213889234175425, -0.19751685273365957]"
"[-0.0955823415883347, -0.04956768480991347]","[-0.1810183906844286, -0.2302612935986913]","[-0.08177666086881516, -0.017149246195376167]","[-0.18725421894825997, -0.21488290522380396]"
"[-0.08161501624690186, -0.035789650282988306]","[-0.15897937788086577, -0.25496351791143346]","[-0.07007050510228525, 0.0016451193156085473]","[-0.18557064169703386, -0.2075741689696809]"
"[-0.09962635618019042, -0.018574042077809712]","[-0.1813187826428588, -0.20633577828189306]","[-0.09592281706169928, -0.03444766727941024]","[-0.19585267005233564, -0.22965235004389994]"
"[-0.1060697724881297, 0.0003457129229266133]","[-0.19100054318064238, -0.20692687854701577]","[-0.06407013449548421, 0.004291393707971044]","[-0.1843828326840941, -0.21554309553578693]"
"[-0.12282506458698976, -0.02085572688454228]","[-0.20288086822240534, -0.2546779837052513]","[-0.09149770669136413, -0.019912975667146237]","[-0.18181774892953317, -0.20654809072602862]"
"[-0.07368950354628023, -0.0004930243470795445]","[-0.19004746707669978, -0.23110676542350872]","[-0.06278857987027, 0.00636724441316916]","[-0.19401238402761986, -0.23045749265599166]"
